ID,year,month,day,week,weekend,home,away,stadium,weather,weather_int,is_rain,precip,temp,spec,day_sin,day_cos,weather_encoded,holiday,time,streak_home,streak_away,score_home,score_away,winner,loser,winloss_home,winloss_away,winrate_home,winrate_away
20160712KIA,2016,07,12,화,0,KIA,SSG,광주-기아 챔피언스 필드,비,5,1,3,27.2,5196,0.9749279122,-0.222520934,4,0,0.7708333333,1,-2,3,7,SSG,KIA,-5,0,0.4625,0.5
20160712KT,2016,07,12,화,0,KT,키움,수원케이티위즈파크,비,5,1,3,30.4,3613,0.9749279122,-0.222520934,4,0,0.7708333333,2,2,5,7,키움,KT,-12,9,0.4102564103,0.5487804878
20160712LG,2016,07,12,화,0,LG,한화,서울 잠실 야구장,비,5,1,3,30.9,16357,0.9749279122,-0.222520934,4,0,0.7708333333,1,4,5,4,LG,한화,-10,-11,0.4285714286,0.4102564103
20160712NC,2016,07,12,화,0,NC,두산,마산,맑음,1,0,3,29.1,4879,0.9749279122,-0.222520934,0,0,0.7708333333,-2,-1,5,9,두산,NC,18,29,0.6081081081,0.675
20160710두산,2016,07,10,일,1,두산,KIA,서울 잠실 야구장,구름많음,3,0,0,33.1,20316,0,1,2,1,0.75,1,-1,3,13,KIA,두산,30,-6,0.6835443038,0.4556962025
20160710SSG,2016,07,10,일,1,SSG,KT,인천SSG 랜더스필드,구름많음,3,0,0,29.8,9121,0,1,2,1,0.75,-1,1,6,7,KT,SSG,1,-13,0.5061728395,0.4025974026
20160710롯데,2016,07,10,일,1,롯데,LG,부산 사직 야구장,흐림,4,0,0,29.3,10996,0,1,3,1,0.75,2,-6,0,6,LG,롯데,-4,-11,0.4743589744,0.4210526316
20160710키움,2016,07,10,일,1,키움,NC,서울고척스카이돔,구름많음,3,0,0,33.1,7460,0,1,2,1,0.75,1,-1,9,7,키움,NC,8,19,0.5432098765,0.6164383562
20160710한화,2016,07,10,일,1,한화,삼성,대전 한화생명 이글스파크,구름많음,3,0,0,32,11602,0,1,2,1,0.75,3,-1,10,6,한화,삼성,-12,-12,0.4025974026,0.417721519
20160709한화,2016,07,09,토,1,한화,삼성,대전 한화생명 이글스파크,구름조금,2,0,0,33.1,13000,-0.7818314825,0.6234898019,1,1,0.75,3,-1,4,4,무승부,무승부,-12,-12,0.4078947368,0.4230769231
20160709키움,2016,07,09,토,1,키움,NC,서울고척스카이돔,구름조금,2,0,0,32.7,13840,-0.7818314825,0.6234898019,1,1,0.75,-2,3,7,4,키움,NC,7,20,0.5375,0.625
20160709롯데,2016,07,09,토,1,롯데,LG,부산 사직 야구장,맑음,1,0,0,29,16233,-0.7818314825,0.6234898019,0,1,0.75,1,-5,13,12,롯데,LG,-5,-10,0.4675324675,0.4266666667
20160709SSG,2016,07,09,토,1,SSG,KT,인천SSG 랜더스필드,구름조금,2,0,0,30.6,14911,-0.7818314825,0.6234898019,1,1,0.75,1,-3,6,8,KT,SSG,2,-14,0.5125,0.3947368421
20160709두산,2016,07,09,토,1,두산,KIA,서울 잠실 야구장,구름조금,2,0,0,32.7,26000,-0.7818314825,0.6234898019,1,1,0.75,-1,3,7,6,두산,KIA,29,-5,0.6794871795,0.4615384615
20160708두산,2016,07,08,금,1,두산,KIA,서울 잠실 야구장,맑음,1,0,0,32.4,19095,-0.9749279122,-0.222520934,0,0,0.7708333333,1,2,6,12,KIA,두산,30,-6,0.6883116883,0.4545454545
20160708SSG,2016,07,08,금,1,SSG,KT,인천SSG 랜더스필드,맑음,1,0,0,30.4,6074,-0.9749279122,-0.222520934,0,0,0.7708333333,-2,-2,8,3,SSG,KT,1,-13,0.5063291139,0.4
20160708롯데,2016,07,08,금,1,롯데,LG,부산 사직 야구장,흐림,4,0,0,30.4,10685,-0.9749279122,-0.222520934,3,0,0.7708333333,-2,-4,8,5,롯데,LG,-6,-9,0.4605263158,0.4324324324
20160708키움,2016,07,08,금,1,키움,NC,서울고척스카이돔,맑음,1,0,0,32.4,8100,-0.9749279122,-0.222520934,0,0,0.7708333333,-1,2,9,11,NC,키움,8,19,0.5443037975,0.6197183099
20160708한화,2016,07,08,금,1,한화,삼성,대전 한화생명 이글스파크,비,5,1,0,32.6,11716,-0.9749279122,-0.222520934,4,0,0.7708333333,2,2,6,3,한화,삼성,-13,-11,0.4,0.4285714286
20160707KT,2016,07,07,목,0,KT,KIA,수원케이티위즈파크,흐림,4,0,0,28.5,7051,-0.4338837391,-0.9009688679,3,0,0.7708333333,-1,1,2,5,KIA,KT,-12,-7,0.4054054054,0.4473684211
20160707삼성,2016,07,07,목,0,삼성,LG,대구 삼성 라이온즈 파크,흐림,4,0,0,32.6,10036,-0.4338837391,-0.9009688679,3,0,0.7708333333,1,-3,12,11,삼성,LG,-12,-8,0.4210526316,0.4383561644
20160707SSG,2016,07,07,목,0,SSG,한화,인천SSG 랜더스필드,흐림,4,0,0,26.6,11909,-0.4338837391,-0.9009688679,3,0,0.7708333333,-1,1,4,14,한화,SSG,2,-14,0.5128205128,0.3918918919
20160707두산,2016,07,07,목,0,두산,키움,서울 잠실 야구장,구름많음,3,0,0,28.5,8782,-0.4338837391,-0.9009688679,2,0,0.7708333333,-1,6,4,1,두산,키움,29,9,0.6842105263,0.5512820513
20160707NC,2016,07,07,목,0,NC,롯데,마산,맑음,1,0,0,34.1,8659,-0.4338837391,-0.9009688679,0,0,0.7708333333,1,-1,8,4,NC,롯데,18,-5,0.6142857143,0.4666666667
20160706NC,2016,07,06,수,0,NC,롯데,마산,비,5,1,0,31.3,8728,0.4338837391,-0.9009688679,4,0,0.7708333333,-1,4,12,3,NC,롯데,17,-4,0.6086956522,0.472972973
20160706두산,2016,07,06,수,0,두산,키움,서울 잠실 야구장,구름많음,3,0,0,26.9,8235,0.4338837391,-0.9009688679,2,0,0.7708333333,2,5,5,6,키움,두산,30,8,0.6933333333,0.5454545455
20160706SSG,2016,07,06,수,0,SSG,한화,인천SSG 랜더스필드,흐림,4,0,0,24.4,9144,0.4338837391,-0.9009688679,3,0,0.7708333333,2,-3,2,13,한화,SSG,3,-15,0.5194805195,0.3835616438
20160706KT,2016,07,06,수,0,KT,KIA,수원케이티위즈파크,비,5,1,0,27.3,6128,0.4338837391,-0.9009688679,4,0,0.7708333333,1,-4,0,7,KIA,KT,-11,-8,0.4109589041,0.44
20160705삼성,2016,07,05,화,0,삼성,LG,대구 삼성 라이온즈 파크,비,5,1,100.5,32.6,6690,0.9749279122,-0.222520934,4,0,0.7708333333,-3,-2,7,3,삼성,LG,-13,-7,0.4133333333,0.4444444444
20160703LG,2016,07,03,일,1,LG,SSG,서울 잠실 야구장,구름많음,3,0,0,26.8,10481,0,1,2,1,0.75,-1,1,7,9,SSG,LG,-6,2,0.4507042254,0.5131578947
20160703키움,2016,07,03,일,1,키움,KIA,서울고척스카이돔,구름많음,3,0,0,26.8,15520,0,1,2,1,0.75,4,-3,7,6,키움,KIA,7,-7,0.5394736842,0.4459459459
20160702한화,2016,07,02,토,1,한화,두산,대전 한화생명 이글스파크,비,5,1,4,28,13000,-0.7818314825,0.6234898019,4,1,0.75,-2,1,1,4,두산,한화,-14,29,0.3888888889,0.6891891892
20160702키움,2016,07,02,토,1,키움,KIA,서울고척스카이돔,비,5,1,4,27.7,17000,-0.7818314825,0.6234898019,4,1,0.75,3,-2,8,5,키움,KIA,6,-6,0.5333333333,0.4520547945
20160702LG,2016,07,02,토,1,LG,SSG,서울 잠실 야구장,비,5,1,4,27.7,14584,-0.7818314825,0.6234898019,4,1,0.75,1,-1,2,4,SSG,LG,-5,1,0.4571428571,0.5066666667
20160701키움,2016,07,01,금,1,키움,KIA,서울고척스카이돔,비,5,1,108.5,26.6,14110,-0.9749279122,-0.222520934,4,0,0.7708333333,2,-1,10,7,키움,KIA,5,-5,0.527027027,0.4583333333
20160630키움,2016,06,30,목,0,키움,한화,서울고척스카이돔,비,5,1,0.2,26.9,15350,-0.4338837391,-0.9009688679,4,0,0.7708333333,1,-1,11,5,키움,한화,4,-13,0.5205479452,0.3943661972
20160630KIA,2016,06,30,목,0,KIA,LG,광주-기아 챔피언스 필드,흐림,4,0,0.2,29.6,8340,-0.4338837391,-0.9009688679,3,0,0.7708333333,6,-2,9,10,LG,KIA,-4,-6,0.4647887324,0.4492753623
20160630KT,2016,06,30,목,0,KT,SSG,수원케이티위즈파크,비,5,1,0.2,29,4371,-0.4338837391,-0.9009688679,4,0,0.7708333333,-3,3,10,5,KT,SSG,-12,2,0.4027777778,0.5135135135
20160630롯데,2016,06,30,목,0,롯데,삼성,부산 사직 야구장,구름많음,3,0,0.2,27.2,9927,-0.4338837391,-0.9009688679,2,0,0.7708333333,3,-2,7,6,롯데,삼성,-5,-12,0.4657534247,0.4189189189
20160630두산,2016,06,30,목,0,두산,NC,서울 잠실 야구장,비,5,1,0.2,26.9,13682,-0.4338837391,-0.9009688679,4,0,0.7708333333,-1,1,4,0,두산,NC,28,18,0.6849315068,0.6176470588
20160629두산,2016,06,29,수,0,두산,NC,서울 잠실 야구장,구름많음,3,0,0,30.2,13525,0.4338837391,-0.9009688679,2,0,0.7708333333,1,-5,4,10,NC,두산,29,17,0.6944444444,0.6119402985
20160629롯데,2016,06,29,수,0,롯데,삼성,부산 사직 야구장,비,5,1,0,25.1,18652,0.4338837391,-0.9009688679,4,0,0.7708333333,2,-1,5,4,롯데,삼성,-6,-11,0.4583333333,0.4246575342
20160629KT,2016,06,29,수,0,KT,SSG,수원케이티위즈파크,흐림,4,0,0,29,5639,0.4338837391,-0.9009688679,3,0,0.7708333333,-2,2,4,7,SSG,KT,-11,1,0.4084507042,0.5068493151
20160629KIA,2016,06,29,수,0,KIA,LG,광주-기아 챔피언스 필드,흐림,4,0,0,25.8,7899,0.4338837391,-0.9009688679,3,0,0.7708333333,5,-1,5,4,KIA,LG,-5,-5,0.4571428571,0.4558823529
20160629키움,2016,06,29,수,0,키움,한화,서울고척스카이돔,구름많음,3,0,0,30.2,13240,0.4338837391,-0.9009688679,2,0,0.7708333333,-2,1,7,4,키움,한화,3,-12,0.5138888889,0.4
20160628키움,2016,06,28,화,0,키움,한화,서울고척스카이돔,구름조금,2,0,0,29.7,12030,0.9749279122,-0.222520934,1,0,0.7708333333,-1,-1,3,13,한화,키움,4,-13,0.5211267606,0.3913043478
20160628KIA,2016,06,28,화,0,KIA,LG,광주-기아 챔피언스 필드,흐림,4,0,0,26,5715,0.9749279122,-0.222520934,3,0,0.7708333333,4,1,11,2,KIA,LG,-6,-4,0.4492753623,0.4626865672
20160628KT,2016,06,28,화,0,KT,SSG,수원케이티위즈파크,구름많음,3,0,0,30.2,4723,0.9749279122,-0.222520934,2,0,0.7708333333,-1,1,1,11,SSG,KT,-10,0,0.4142857143,0.5
20160628롯데,2016,06,28,화,0,롯데,삼성,부산 사직 야구장,흐림,4,0,0,25.3,7075,0.9749279122,-0.222520934,3,0,0.7708333333,1,1,7,4,롯데,삼성,-7,-10,0.4507042254,0.4305555556
20160628두산,2016,06,28,화,0,두산,NC,서울 잠실 야구장,구름조금,2,0,0,29.7,14053,0.9749279122,-0.222520934,1,0,0.7708333333,-1,-4,12,3,두산,NC,28,18,0.6901408451,0.6212121212
20160626NC,2016,06,26,일,1,NC,KIA,마산,맑음,1,0,0,31.3,10226,0,1,0,1,0.7083333333,-3,3,4,15,KIA,NC,19,-7,0.6307692308,0.4411764706
20160626LG,2016,06,26,일,1,LG,키움,서울 잠실 야구장,맑음,1,0,0,30.3,14900,0,1,0,1,0.7083333333,-1,1,2,1,LG,키움,-5,5,0.4545454545,0.5285714286
20160626SSG,2016,06,26,일,1,SSG,두산,인천SSG 랜더스필드,맑음,1,0,0,27.3,19826,0,1,0,1,0.7083333333,-1,1,6,5,SSG,두산,-1,29,0.4929577465,0.7
20160626삼성,2016,06,26,일,1,삼성,KT,대구 삼성 라이온즈 파크,맑음,1,0,0,30.9,9450,0,1,0,1,0.7083333333,-2,3,11,8,삼성,KT,-11,-9,0.4225352113,0.4202898551
20160626한화,2016,06,26,일,1,한화,롯데,대전 한화생명 이글스파크,맑음,1,0,0,30,12225,0,1,0,1,0.7083333333,1,-1,4,12,롯데,한화,-12,-8,0.3970588235,0.4428571429
20160625한화,2016,06,25,토,1,한화,롯데,대전 한화생명 이글스파크,구름조금,2,0,0,27.7,13000,-0.7818314825,0.6234898019,1,1,0.7083333333,-1,1,8,1,한화,롯데,-13,-7,0.3880597015,0.4492753623
20160625삼성,2016,06,25,토,1,삼성,KT,대구 삼성 라이온즈 파크,구름조금,2,0,0,29.6,14610,-0.7818314825,0.6234898019,1,1,0.7083333333,-1,2,8,13,KT,삼성,-10,-10,0.4285714286,0.4117647059
20160625SSG,2016,06,25,토,1,SSG,두산,인천SSG 랜더스필드,맑음,1,0,0,25.3,23949,-0.7818314825,0.6234898019,0,1,0.7083333333,3,-2,6,8,두산,SSG,0,28,0.5,0.6956521739
20160625LG,2016,06,25,토,1,LG,키움,서울 잠실 야구장,구름조금,2,0,0,26.7,17594,-0.7818314825,0.6234898019,1,1,0.7083333333,1,-2,6,8,키움,LG,-4,4,0.4615384615,0.5217391304
20160625NC,2016,06,25,토,1,NC,KIA,마산,맑음,1,0,0,29.2,11000,-0.7818314825,0.6234898019,0,1,0.7083333333,-2,2,0,9,KIA,NC,20,-8,0.640625,0.4328358209
20160624NC,2016,06,24,금,1,NC,KIA,마산,비,5,1,3.5,27.4,6011,-0.9749279122,-0.222520934,4,0,0.7708333333,-1,1,2,6,KIA,NC,21,-9,0.6507936508,0.4242424242
20160624LG,2016,06,24,금,1,LG,키움,서울 잠실 야구장,비,5,1,3.5,25.7,10361,-0.9749279122,-0.222520934,4,0,0.7708333333,-2,-1,9,7,LG,키움,-5,5,0.453125,0.5294117647
20160624SSG,2016,06,24,금,1,SSG,두산,인천SSG 랜더스필드,비,5,1,3.5,25.5,10170,-0.9749279122,-0.222520934,4,0,0.7708333333,2,-1,5,3,SSG,두산,-1,29,0.4927536232,0.7058823529
20160624삼성,2016,06,24,금,1,삼성,KT,대구 삼성 라이온즈 파크,비,5,1,3.5,25.5,7898,-0.9749279122,-0.222520934,4,0,0.7708333333,1,1,4,5,KT,삼성,-9,-11,0.4347826087,0.4029850746
20160624한화,2016,06,24,금,1,한화,롯데,대전 한화생명 이글스파크,비,5,1,3.5,24.8,10673,-0.9749279122,-0.222520934,4,0,0.7708333333,1,-1,2,4,롯데,한화,-12,-8,0.3939393939,0.4411764706
20160623키움,2016,06,23,목,0,키움,삼성,서울고척스카이돔,비,5,1,0.1,29.4,8390,-0.4338837391,-0.9009688679,4,0,0.7708333333,4,-4,0,4,삼성,키움,6,-10,0.5373134328,0.4264705882
20160623KIA,2016,06,23,목,0,KIA,롯데,광주-기아 챔피언스 필드,흐림,4,0,0.1,30.3,7372,-0.4338837391,-0.9009688679,3,0,0.7708333333,-1,1,6,2,KIA,롯데,-10,-7,0.4153846154,0.447761194
20160623SSG,2016,06,23,목,0,SSG,LG,인천SSG 랜더스필드,구름많음,3,0,0.1,28.1,9388,-0.4338837391,-0.9009688679,2,0,0.7708333333,1,-1,10,2,SSG,LG,-2,-4,0.4852941176,0.4603174603
20160623두산,2016,06,23,목,0,두산,KT,서울 잠실 야구장,비,5,1,0.1,29.4,10457,-0.4338837391,-0.9009688679,4,0,0.7708333333,3,-4,4,9,KT,두산,30,-12,0.7164179104,0.3939393939
20160623NC,2016,06,23,목,0,NC,한화,마산,맑음,1,0,0.1,32.2,9093,-0.4338837391,-0.9009688679,0,0,0.7708333333,-1,1,3,3,무승부,무승부,21,-12,0.6612903226,0.4
20160622SSG,2016,06,22,수,0,SSG,LG,인천SSG 랜더스필드,비,5,1,30.5,27.2,4777,0.4338837391,-0.9009688679,4,0,0.7708333333,-2,1,10,2,SSG,LG,-3,-3,0.4776119403,0.4677419355
20160622KIA,2016,06,22,수,0,KIA,롯데,광주-기아 챔피언스 필드,비,5,1,30.5,24.9,3277,0.4338837391,-0.9009688679,4,0,0.7708333333,2,-1,5,18,롯데,KIA,-9,-8,0.421875,0.4393939394
20160622키움,2016,06,22,수,0,키움,삼성,서울고척스카이돔,비,5,1,30.5,30.2,8170,0.4338837391,-0.9009688679,4,0,0.7708333333,3,-3,4,1,키움,삼성,5,-9,0.5303030303,0.4328358209
20160621키움,2016,06,21,화,0,키움,삼성,서울고척스카이돔,구름많음,3,0,0,31.3,6960,0.9749279122,-0.222520934,2,0,0.7708333333,2,-2,12,8,키움,삼성,4,-8,0.5230769231,0.4393939394
20160621KIA,2016,06,21,화,0,KIA,롯데,광주-기아 챔피언스 필드,흐림,4,0,0,30.9,7570,0.9749279122,-0.222520934,3,0,0.7708333333,1,1,9,6,KIA,롯데,-10,-7,0.4126984127,0.4461538462
20160621SSG,2016,06,21,화,0,SSG,LG,인천SSG 랜더스필드,구름많음,3,0,0,27.1,7067,0.9749279122,-0.222520934,2,0,0.7708333333,-1,-1,5,9,LG,SSG,-2,-4,0.4848484848,0.4590163934
20160621두산,2016,06,21,화,0,두산,KT,서울 잠실 야구장,구름많음,3,0,0,31.3,10053,0.9749279122,-0.222520934,2,0,0.7708333333,2,-3,12,1,두산,KT,29,-11,0.7121212121,0.4
20160621NC,2016,06,21,화,0,NC,한화,마산,맑음,1,0,0,25.4,7213,0.9749279122,-0.222520934,0,0,0.7708333333,15,-2,2,8,한화,NC,22,-13,0.6721311475,0.390625
20160619LG,2016,06,19,일,1,LG,KIA,서울 잠실 야구장,구름조금,2,0,0,29.3,20341,0,1,1,1,0.7083333333,1,-1,5,9,KIA,LG,-3,-11,0.4666666667,0.4032258065
20160619롯데,2016,06,19,일,1,롯데,SSG,부산 사직 야구장,비,5,1,0,28.6,9622,0,1,4,1,0.7083333333,-3,5,10,3,롯데,SSG,-8,-1,0.4375,0.4923076923
20160619삼성,2016,06,19,일,1,삼성,두산,대구 삼성 라이온즈 파크,비,5,1,0,32.6,12529,0,1,4,1,0.7083333333,-1,1,1,3,두산,삼성,-7,28,0.4461538462,0.7076923077
20160619KT,2016,06,19,일,1,KT,NC,수원케이티위즈파크,구름조금,2,0,0,29.3,8820,0,1,1,1,0.7083333333,-2,14,7,15,NC,KT,-10,21,0.40625,0.6666666667
20160619한화,2016,06,19,일,1,한화,키움,청주야구장,구름조금,2,0,0,30.4,10000,0,1,1,1,0.7083333333,-1,1,6,11,키움,한화,-12,3,0.3968253968,0.515625
20160618한화,2016,06,18,토,1,한화,키움,청주야구장,구름조금,2,0,0,30.9,10000,-0.7818314825,0.6234898019,1,1,0.7083333333,1,-1,6,11,키움,한화,-11,2,0.4032258065,0.5079365079
20160618KT,2016,06,18,토,1,KT,NC,수원케이티위즈파크,맑음,1,0,0,29.2,14254,-0.7818314825,0.6234898019,0,1,0.7083333333,-1,13,3,7,NC,KT,-9,20,0.4126984127,0.6610169492
20160618삼성,2016,06,18,토,1,삼성,두산,대구 삼성 라이온즈 파크,구름조금,2,0,0,33.5,19577,-0.7818314825,0.6234898019,1,1,0.7083333333,1,-1,5,6,두산,삼성,-6,27,0.453125,0.703125
20160618롯데,2016,06,18,토,1,롯데,SSG,부산 사직 야구장,비,5,1,0,25.5,16764,-0.7818314825,0.6234898019,4,1,0.7083333333,-2,4,0,4,SSG,롯데,-7,-2,0.4444444444,0.484375
20160618LG,2016,06,18,토,1,LG,KIA,서울 잠실 야구장,맑음,1,0,0,29.9,26000,-0.7818314825,0.6234898019,0,1,0.7083333333,-4,1,7,1,LG,KIA,-4,-10,0.4576271186,0.4098360656
20160617LG,2016,06,17,금,1,LG,KIA,서울 잠실 야구장,맑음,1,0,0,29.1,18993,-0.9749279122,-0.222520934,0,0,0.7708333333,-3,-5,3,6,KIA,LG,-3,-11,0.4655172414,0.4
20160617롯데,2016,06,17,금,1,롯데,SSG,부산 사직 야구장,맑음,1,0,0,28.6,14299,-0.9749279122,-0.222520934,0,0,0.7708333333,-1,3,1,12,SSG,롯데,-6,-3,0.4516129032,0.4761904762
20160617삼성,2016,06,17,금,1,삼성,두산,대구 삼성 라이온즈 파크,맑음,1,0,0,32,11225,-0.9749279122,-0.222520934,0,0,0.7708333333,-3,4,5,2,삼성,두산,-7,28,0.4444444444,0.7142857143
20160617KT,2016,06,17,금,1,KT,NC,수원케이티위즈파크,맑음,1,0,0,29.1,6243,-0.9749279122,-0.222520934,0,0,0.7708333333,2,12,1,11,NC,KT,-8,19,0.4193548387,0.6551724138
20160617한화,2016,06,17,금,1,한화,키움,청주야구장,맑음,1,0,0,29.2,10000,-0.9749279122,-0.222520934,0,0,0.7708333333,-2,1,8,5,한화,키움,-12,3,0.393442623,0.5161290323
20160616키움,2016,06,16,목,0,키움,롯데,서울고척스카이돔,구름많음,3,0,0,24.9,11270,-0.4338837391,-0.9009688679,2,0,0.7708333333,-1,1,10,7,키움,롯데,2,-5,0.5081967213,0.4590163934
20160616KIA,2016,06,16,목,0,KIA,두산,광주-기아 챔피언스 필드,비,5,1,0,24.6,6432,-0.4338837391,-0.9009688679,4,0,0.7708333333,-4,3,4,13,두산,KIA,-10,27,0.406779661,0.7096774194
20160616KT,2016,06,16,목,0,KT,한화,수원케이티위즈파크,구름조금,2,0,0,25.7,13276,-0.4338837391,-0.9009688679,1,0,0.7708333333,1,-1,7,4,KT,한화,-9,-11,0.4098360656,0.4
20160616삼성,2016,06,16,목,0,삼성,SSG,대구 삼성 라이온즈 파크,비,5,1,0,28.9,9736,-0.4338837391,-0.9009688679,4,0,0.7708333333,-2,2,3,11,SSG,삼성,-6,-4,0.4516129032,0.4677419355
20160616LG,2016,06,16,목,0,LG,NC,서울 잠실 야구장,구름많음,3,0,0,24.9,12349,-0.4338837391,-0.9009688679,2,0,0.7708333333,-2,11,0,3,NC,LG,-2,18,0.4736842105,0.649122807
20160615삼성,2016,06,15,수,0,삼성,SSG,대구 삼성 라이온즈 파크,비,5,1,15.5,25.6,9199,0.4338837391,-0.9009688679,4,0,0.7708333333,-1,1,3,13,SSG,삼성,-5,-5,0.4590163934,0.4590163934
20160615KIA,2016,06,15,수,0,KIA,두산,광주-기아 챔피언스 필드,비,5,1,15.5,25.3,3695,0.4338837391,-0.9009688679,4,0,0.7708333333,-3,2,4,7,두산,KIA,-9,26,0.4137931034,0.7049180328
20160615키움,2016,06,15,수,0,키움,롯데,서울고척스카이돔,비,5,1,15.5,24.5,9530,0.4338837391,-0.9009688679,4,0,0.7708333333,3,-2,6,11,롯데,키움,3,-6,0.5166666667,0.45
20160614키움,2016,06,14,화,0,키움,롯데,서울고척스카이돔,구름많음,3,0,0,29.5,8890,0.9749279122,-0.222520934,2,0,0.7708333333,2,-1,9,6,키움,롯데,2,-5,0.5084745763,0.4576271186
20160614KIA,2016,06,14,화,0,KIA,두산,광주-기아 챔피언스 필드,구름조금,2,0,0,29.9,5047,0.9749279122,-0.222520934,1,0,0.7708333333,-2,1,6,8,두산,KIA,-8,25,0.4210526316,0.7
20160614KT,2016,06,14,화,0,KT,한화,수원케이티위즈파크,구름많음,3,0,0,29.4,13001,0.9749279122,-0.222520934,2,0,0.7708333333,-2,1,5,3,KT,한화,-10,-10,0.4,0.406779661
20160614삼성,2016,06,14,화,0,삼성,SSG,대구 삼성 라이온즈 파크,비,5,1,0,28.4,9134,0.9749279122,-0.222520934,4,0,0.7708333333,2,-3,1,4,SSG,삼성,-4,-6,0.4666666667,0.45
20160614LG,2016,06,14,화,0,LG,NC,서울 잠실 야구장,구름많음,3,0,0,29.5,9537,0.9749279122,-0.222520934,2,0,0.7708333333,-1,10,7,10,NC,LG,-1,17,0.4821428571,0.6428571429
20160612두산,2016,06,12,일,1,두산,롯데,서울 잠실 야구장,비,5,1,1.5,26.7,19376,0,1,4,1,0.7083333333,-1,1,5,4,두산,롯데,24,-4,0.6949152542,0.4655172414
20160612SSG,2016,06,12,일,1,SSG,NC,인천SSG 랜더스필드,흐림,4,0,1.5,25.2,8532,0,1,3,1,0.7083333333,-2,9,8,11,NC,SSG,-5,16,0.4576271186,0.6363636364
20160612KIA,2016,06,12,일,1,KIA,삼성,광주-기아 챔피언스 필드,흐림,4,0,1.5,26.5,8214,0,1,3,1,0.7083333333,-1,1,7,10,삼성,KIA,-7,-5,0.4285714286,0.4576271186
20160612키움,2016,06,12,일,1,키움,KT,서울고척스카이돔,비,5,1,1.5,26.7,5140,0,1,4,1,0.7083333333,1,-1,11,1,키움,KT,1,-9,0.5,0.406779661
20160612한화,2016,06,12,일,1,한화,LG,대전 한화생명 이글스파크,비,5,1,1.5,27.4,13000,0,1,4,1,0.7083333333,-1,1,6,5,한화,LG,-11,0,0.3965517241,0.4909090909
20160611한화,2016,06,11,토,1,한화,LG,대전 한화생명 이글스파크,구름많음,3,0,3,29.8,13000,-0.7818314825,0.6234898019,2,1,0.7083333333,1,-1,3,5,LG,한화,-10,-1,0.4035087719,0.4814814815
20160611키움,2016,06,11,토,1,키움,KT,서울고척스카이돔,비,5,1,3,26.5,8860,-0.7818314825,0.6234898019,4,1,0.7083333333,-4,1,3,2,키움,KT,0,-8,0.4912280702,0.4137931034
20160611KIA,2016,06,11,토,1,KIA,삼성,광주-기아 챔피언스 필드,구름많음,3,0,3,29.5,13649,-0.7818314825,0.6234898019,2,1,0.7083333333,2,-3,4,5,삼성,KIA,-6,-6,0.4363636364,0.4482758621
20160611SSG,2016,06,11,토,1,SSG,NC,인천SSG 랜더스필드,비,5,1,3,25.7,18130,-0.7818314825,0.6234898019,4,1,0.7083333333,-1,8,6,7,NC,SSG,-4,15,0.4655172414,0.6296296296
20160611두산,2016,06,11,토,1,두산,롯데,서울 잠실 야구장,비,5,1,3,26.5,22167,-0.7818314825,0.6234898019,4,1,0.7083333333,2,-2,8,10,롯데,두산,25,-5,0.7068965517,0.4561403509
20160610두산,2016,06,10,금,1,두산,롯데,서울 잠실 야구장,맑음,1,0,0,31.3,20194,-0.9749279122,-0.222520934,0,0,0.7708333333,1,-1,5,3,두산,롯데,24,-4,0.701754386,0.4642857143
20160610SSG,2016,06,10,금,1,SSG,NC,인천SSG 랜더스필드,구름조금,2,0,0,26.3,5115,-0.9749279122,-0.222520934,1,0,0.7708333333,1,7,2,6,NC,SSG,-3,14,0.4736842105,0.6226415094
20160610KIA,2016,06,10,금,1,KIA,삼성,광주-기아 챔피언스 필드,구름조금,2,0,0,29.7,15099,-0.9749279122,-0.222520934,1,0,0.7708333333,1,-2,4,0,KIA,삼성,-7,-5,0.4259259259,0.4561403509
20160610키움,2016,06,10,금,1,키움,KT,서울고척스카이돔,맑음,1,0,0,31.3,7070,-0.9749279122,-0.222520934,0,0,0.7708333333,-3,-1,4,6,KT,키움,1,-9,0.5,0.4035087719
20160610한화,2016,06,10,금,1,한화,LG,대전 한화생명 이글스파크,구름조금,2,0,0,31.2,11665,-0.9749279122,-0.222520934,1,0,0.7708333333,-1,2,2,1,한화,LG,-11,0,0.3928571429,0.4905660377
20160609한화,2016,06,09,목,0,한화,KIA,대전 한화생명 이글스파크,구름조금,2,0,0,30.2,10946,-0.4338837391,-0.9009688679,1,0,0.7708333333,6,-5,1,12,KIA,한화,-10,-8,0.4,0.4150943396
20160609KT,2016,06,09,목,0,KT,두산,수원케이티위즈파크,구름조금,2,0,0,29.8,8236,-0.4338837391,-0.9009688679,1,0,0.7708333333,1,-1,4,7,두산,KT,-8,23,0.4107142857,0.6964285714
20160609SSG,2016,06,09,목,0,SSG,롯데,인천SSG 랜더스필드,구름조금,2,0,0,26.7,18599,-0.4338837391,-0.9009688679,1,0,0.7708333333,-6,2,6,5,SSG,롯데,-4,-3,0.4642857143,0.4727272727
20160609LG,2016,06,09,목,0,LG,삼성,서울 잠실 야구장,맑음,1,0,0,31.3,13260,-0.4338837391,-0.9009688679,0,0,0.7708333333,1,-1,10,4,LG,삼성,-1,-4,0.4807692308,0.4642857143
